iter	Logloss
307	0.1269482775
308	0.1268780017
309	0.1267881311
310	0.1266802895
311	0.1266418906
312	0.1265088171
313	0.1264792834
314	0.1263551583
315	0.1263066426
316	0.1261467287
317	0.126018122
318	0.1259718763
319	0.1258449688
320	0.1256981044
321	0.1256153176
322	0.1254675928
323	0.1253893381
324	0.125306504
325	0.1252788698
326	0.1252321257
327	0.125091118
328	0.1247891283
329	0.1246646185
330	0.1245527338
331	0.1245184163
332	0.1244829828
333	0.1244442468
334	0.1244184289
335	0.1243782659
336	0.1242669777
337	0.1240988765
338	0.1240423163
339	0.1239231715
340	0.1237552389
341	0.1236618887
342	0.1235382311
343	0.1234485593
344	0.1234338767
345	0.1233658742
346	0.1232115629
347	0.123187727
348	0.1230902092
349	0.1230768624
350	0.122921246
351	0.1227380575
352	0.1226322741
353	0.1225640963
354	0.1225451044
355	0.1224198533
356	0.1223444406
357	0.1221903022
358	0.1219938243
359	0.1218714167
360	0.1217417327
361	0.1216325609
362	0.1215991075
363	0.1215253534
364	0.1214213738
365	0.1212245071
366	0.1212096209
367	0.1211241774
368	0.1210024725
369	0.1209547005
370	0.1207463414
371	0.1206701933
372	0.1206304366
373	0.1205162595
374	0.1204890204
375	0.1204175867
376	0.1202492441
377	0.1202331805
378	0.1200382267
379	0.1199268273
380	0.1198682445
381	0.1198162899
382	0.119767442
383	0.1196808813
384	0.1195734979
385	0.1195023104
386	0.1193610835
387	0.1192081363
388	0.1191376851
389	0.1190751723
390	0.1188552785
391	0.118668113
392	0.1185163549
393	0.1184917607
394	0.1184498463
395	0.1183098406
396	0.1182653412
397	0.1182569102
398	0.1182322667
399	0.1182138994
400	0.1181201585
401	0.118070712
402	0.1180254005
403	0.1179483561
404	0.1179356133
405	0.1178440578
406	0.1177233851
407	0.1175717489
408	0.117415386
409	0.1173625681
410	0.1172424625
411	0.1171978214
412	0.1171796585
413	0.1171087051
414	0.1169826111
415	0.1168505937
416	0.1167360097
417	0.1165990578
418	0.116442489
419	0.1163999675
420	0.1162457148
421	0.1162200297
422	0.1160659843
423	0.1160037071
424	0.1159609832
425	0.1157394156
426	0.1155687399
427	0.1155457126
428	0.1153667149
429	0.1152544048
430	0.1152377109
431	0.1151952137
432	0.115164157
433	0.1151550159
434	0.1151126771
435	0.1150351569
436	0.1149317068
437	0.1148557419
438	0.1147327829
439	0.1146763975
440	0.114465756
441	0.1144465763
442	0.1144172814
443	0.1142651292
444	0.1142079889
445	0.1141226717
446	0.1140506527
447	0.1139949703
448	0.1139675233
449	0.1139499142
450	0.1137505268
451	0.1135360544
452	0.1135262132
453	0.1133591186
454	0.1133348754
455	0.1132759149
456	0.1132460089
457	0.1131653497
458	0.1130634066
459	0.1129716759
460	0.1129420167
461	0.1128916119
462	0.1128782235
463	0.1128542517
464	0.1127636312
465	0.1127446879
466	0.1127163911
467	0.1126199441
468	0.1126034938
469	0.1124676535
470	0.1121762115
471	0.1121309984
472	0.1120959214
473	0.1120836952
474	0.1120478553
475	0.1120133849
476	0.1119368429
477	0.1119189056
478	0.1118344892
479	0.111802687
480	0.1117609672
481	0.1117533193
482	0.111667935
483	0.1115488043
484	0.1113875993
485	0.1112592339
486	0.1111905776
487	0.1110725338
488	0.1110605144
489	0.1110510238
490	0.1109824616
491	0.1109486765
492	0.1107954597
493	0.1104601371
494	0.1104516929
495	0.1104199854
496	0.1104104752
497	0.1103886575
498	0.1103809521
499	0.1103582091
500	0.1103333923
501	0.1102467363
502	0.1101477833
503	0.1101345825
504	0.1101180664
505	0.110025489
506	0.1099724621
507	0.1098671353
508	0.1098468825
509	0.1096577134
510	0.1095409875
511	0.1094322862
512	0.1092991263
513	0.1092884156
514	0.1092813271
515	0.1092604187
516	0.1092093956
517	0.108990555
518	0.108895893
519	0.1087935115
520	0.1086815833
521	0.1085929543
522	0.1085110171
523	0.1085041537
524	0.1083464255
525	0.108186129
526	0.1080889725
527	0.1080732968
528	0.1079898699
529	0.1078931641
530	0.1078778822
531	0.1078706523
532	0.1078623837
533	0.1078077848
534	0.1077990993
535	0.1076574988
536	0.1076030393
537	0.1075959268
538	0.1075436099
539	0.1073908734
540	0.107262623
541	0.107158949
542	0.1070504017
543	0.1068851009
544	0.1068677843
545	0.1067415218
546	0.1065423314
547	0.1064116751
548	0.1062800319
549	0.1062015364
550	0.1061363325
551	0.1061288864
552	0.1060352621
553	0.1059410865
554	0.1058314654
555	0.1058233611
556	0.1058093272
557	0.1057716664
558	0.1056534342
559	0.1056417972
560	0.105628612
561	0.1056018381
562	0.1054546799
563	0.1054200967
564	0.1053982267
565	0.1053720937
566	0.1053636052
567	0.1052332425
568	0.1051168935
569	0.1049858327
570	0.1049778004
571	0.1049648614
572	0.1048950464
573	0.1048275408
574	0.1047098618
575	0.1047022543
576	0.1046175775
577	0.1046098744
578	0.1044569883
579	0.1043194032
580	0.1042199677
581	0.1041153461
582	0.1039996844
583	0.1038602961
584	0.1038527724
585	0.1038185222
586	0.1036793497
587	0.1035744813
588	0.1034675286
589	0.1034597741
590	0.1034477825
591	0.103363583
592	0.1033127914
593	0.1033015942
594	0.1031790585
595	0.1031675309
596	0.1030381384
597	0.1029670229
598	0.1028564533
599	0.1027243734
600	0.1026663892
601	0.1026556574
602	0.1026450655
603	0.1026151525
604	0.1025383716
605	0.1024842167
606	0.1024674183
607	0.1024220122
608	0.1022828962
609	0.1021390561
610	0.102081901
611	0.1019310849
612	0.1017922083
613	0.1017852056
614	0.1016226531
615	0.1016158123
616	0.1015465633
617	0.1014467691
618	0.1013945623
619	0.1013009208
620	0.1012941699
621	0.1012878228
622	0.10118542
623	0.1011735165
624	0.1009996055
625	0.1009930638
626	0.1008731614
627	0.1007442381
628	0.1006941121
629	0.1005921624
630	0.1005357214
631	0.1003769578
632	0.1002466506
633	0.1001343973
634	0.100128074
635	0.1000658259
636	0.1000597764
637	0.1000535702
638	0.09988507193
639	0.09987917416
640	0.09983067598
641	0.09979778873
642	0.09968551012
643	0.09967617977
644	0.09954597465
645	0.09953661689
646	0.0994399106
647	0.0993485233
648	0.09923831332
649	0.09923249579
650	0.09914938308
651	0.09909836911
652	0.09901207396
653	0.09900615232
654	0.09899471539
655	0.098986015
656	0.09887885352
657	0.09887312271
658	0.09877744279
659	0.09867100359
660	0.09853251936
661	0.09837419228
662	0.09826798078
663	0.09824870666
664	0.09822734099
665	0.09822166053
666	0.0981540463
667	0.09805770917
668	0.09797698275
669	0.097883527
670	0.09781861459
671	0.09772993856
672	0.09761023055
673	0.09758315806
674	0.09748443914
675	0.09738075024
676	0.09727681603
677	0.09721723729
678	0.09721188443
679	0.0970966532
680	0.09693870708
681	0.0968723394
682	0.09680674415
683	0.09675982687
684	0.09670815423
685	0.096662061
686	0.09661001537
687	0.09656850739
688	0.09647313138
689	0.09646776561
690	0.09632648149
691	0.09632119988
692	0.09622115649
693	0.09621595638
694	0.09612098981
695	0.09603399844
696	0.0960286999
697	0.09601875294
698	0.09588823433
699	0.09577838868
700	0.09558582746
701	0.09548805676
702	0.09535328427
703	0.09534813055
704	0.09530708734
705	0.09522367459
706	0.09507617837
707	0.09496758546
708	0.09477875988
709	0.09467098611
710	0.09455840928
711	0.09455048162
712	0.09453883651
713	0.09445104683
714	0.09444617475
715	0.09443300694
716	0.09438756588
717	0.09431943076
718	0.09429624149
719	0.09420594206
720	0.09412992354
721	0.09399240204
722	0.09397344707
723	0.09396851335
724	0.09386786733
725	0.09370127663
726	0.09357472837
727	0.09356744686
728	0.09344162512
729	0.0932931645
730	0.09310214954
731	0.09302202172
732	0.09290008577
733	0.09278699515
734	0.09268721498
735	0.09262948494
736	0.09257040148
737	0.09256543981
738	0.0924652301
739	0.09244004176
740	0.09238376784
741	0.09237894013
742	0.09236229245
743	0.09217944164
744	0.09217476121
745	0.09206027509
746	0.0920472952
747	0.09198383891
748	0.09193244924
749	0.09183056729
750	0.09175821135
751	0.09175126511
752	0.09172754194
753	0.09167810877
754	0.09161326987
755	0.09145153109
756	0.09133571139
757	0.09114202858
758	0.09113341124
759	0.09095437868
760	0.09088643657
761	0.09086273453
762	0.09076439783
763	0.09068324359
764	0.09060520211
765	0.09059837989
766	0.09057637832
767	0.09040909087
768	0.09026208446
769	0.09013070168
770	0.0901261824
771	0.09011664789
772	0.09007833988
773	0.08998204662
774	0.08991159295
775	0.08980865476
776	0.08980199156
777	0.08973711332
778	0.08966631837
779	0.08956634229
780	0.08948185616
781	0.08930230338
782	0.08929787265
783	0.08916210597
784	0.08913988892
785	0.08906324049
786	0.08905883948
787	0.0890503586
788	0.08897967131
789	0.08889503585
790	0.08875519872
791	0.08865577286
792	0.08849157742
793	0.08848738445
794	0.08848091818
795	0.08837649609
796	0.08831893531
797	0.08831481617
798	0.08830237717
799	0.08815666217
800	0.08811054781
801	0.08809019285
802	0.08801319791
803	0.08800897075
804	0.08800493829
805	0.08798377332
806	0.08797974052
807	0.08797022944
808	0.0877498976
809	0.08768520854
810	0.08758097633
811	0.08743803891
812	0.08736411361
813	0.08734451073
814	0.08734054693
815	0.08719881242
816	0.08719108747
817	0.08718337831
818	0.08716539915
819	0.08709798025
820	0.08703767148
821	0.0870290927
822	0.08688286622
823	0.08681170339
824	0.08668907421
825	0.08662727429
826	0.0866188638
827	0.08655388327
828	0.08650307523
829	0.0864677941
830	0.08646190156
831	0.08644072464
832	0.08640576027
833	0.08630341775
834	0.08617956266
835	0.08608948531
836	0.08608563819
837	0.08606313704
838	0.0859703964
839	0.08592530286
840	0.08577136193
841	0.08576453396
842	0.08569726377
843	0.08561365834
844	0.08542392362
845	0.0853550829
846	0.08535133185
847	0.08534380922
848	0.08534007721
849	0.08529794439
850	0.08516702481
851	0.0851219014
852	0.08499547792
853	0.08499170073
854	0.08497260001
855	0.08481787328
856	0.0846706065
857	0.08461080213
858	0.0845076809
859	0.08450397187
860	0.08441310061
861	0.08433657447
862	0.0842859463
863	0.08428228202
864	0.08422757346
865	0.08421048291
866	0.08415002692
867	0.08407792716
868	0.08405680036
869	0.08400554125
870	0.08400177949
871	0.08399693933
872	0.08396385622
873	0.08391481768
874	0.08383678057
875	0.08383125563
876	0.0837313145
877	0.08369806397
878	0.08367946794
879	0.08358153668
880	0.0835018427
881	0.08349638653
882	0.08348493178
883	0.08344042788
884	0.08332302359
885	0.0832306878
886	0.08321282902
887	0.08320478244
888	0.08315172944
889	0.08309594676
890	0.08302966783
891	0.082945046
892	0.08284672077
893	0.08284307466
894	0.08277846716
895	0.08261268696
896	0.08257617089
897	0.08252519854
898	0.08246048489
899	0.08240931714
900	0.08240572279
901	0.0823044703
902	0.08217780263
903	0.08210564744
904	0.08203890402
905	0.08198557419
906	0.08188267617
907	0.08184877378
908	0.08180888376
909	0.08171594569
910	0.0815934603
911	0.08152907809
912	0.08147804668
913	0.08147445927
914	0.08146760796
915	0.08141333755
916	0.08137295875
917	0.08136943522
918	0.08134820419
919	0.08131402059
920	0.08131059592
921	0.08126332123
922	0.08121860139
923	0.08110496368
924	0.08109680023
925	0.08107960962
926	0.08104205009
927	0.08092522327
928	0.08081151421
929	0.08070101798
930	0.08069765065
931	0.08063017085
932	0.08047665494
933	0.08040224052
934	0.08037559505
935	0.08037206845
936	0.08029000167
937	0.08019888733
938	0.08019539511
939	0.08018099467
940	0.08017745359
941	0.08009588409
942	0.07998209102
943	0.07992279025
944	0.07986258884
945	0.07979464844
946	0.07974135761
947	0.07969742547
948	0.07961861236
949	0.07958469858
950	0.07945898704
951	0.07945558595
952	0.0793683014
953	0.07928192819
954	0.07924796508
955	0.07918658199
956	0.07914621601
957	0.07906220232
958	0.07900522972
959	0.07890481668
960	0.07890134815
961	0.07884361441
962	0.07876689289
963	0.07876366532
964	0.07874442754
965	0.07861523544
966	0.07849881512
967	0.078408556
968	0.07840535186
969	0.07839609253
970	0.07829450202
971	0.07817383792
972	0.0780492317
973	0.07803673611
974	0.07803340983
975	0.07802717609
976	0.07797885955
977	0.077893159
978	0.07775060507
979	0.0776771228
980	0.0776068016
981	0.07754116379
982	0.07753806618
983	0.07752668756
984	0.07749280624
985	0.07744417826
986	0.07734896964
987	0.07731570034
988	0.07721144628
989	0.07720693749
990	0.07714822592
991	0.07713610991
992	0.07705040741
993	0.07701532284
994	0.07693242169
995	0.0768715258
996	0.07684358229
997	0.07673648225
998	0.07667743837
999	0.07667286647
